date,hour,demand
2021-03-04,11,80.44974
2021-03-04,12,85.73528
2021-03-04,13,80.36911
2021-03-04,14,82.27766
2021-03-04,15,86.84781
2021-03-04,16,82.30167
2021-03-04,17,96.342125
2021-03-04,18,92.11527
2021-03-04,19,86.94431
2021-03-04,20,82.91377
2021-03-04,21,74.12402
2021-03-04,22,77.313736
2021-03-04,23,74.2377
2021-03-05,0,65.156845
2021-03-05,1,51.930225
2021-03-05,2,58.553505
2021-03-05,3,56.173306
2021-03-05,4,59.387558
2021-03-05,5,56.75928
2021-03-05,6,59.032455
2021-03-05,7,63.870007
2021-03-05,8,72.30425
2021-03-05,9,78.73902
2021-03-05,10,79.46147
2021-03-05,11,89.503654
2021-03-05,12,95.83937
2021-03-05,13,93.9021
2021-03-05,14,96.35576
2021-03-05,15,100.77956
2021-03-05,16,94.85565
2021-03-05,17,105.18521
2021-03-05,18,97.65827
2021-03-05,19,90.937355
2021-03-05,20,86.89145
2021-03-05,21,80.61639
2021-03-05,22,76.02828
2021-03-05,23,67.327614
2021-03-06,0,68.22139
2021-03-06,1,56.990585
2021-03-06,2,61.598663
2021-03-06,4,57.52627
2021-03-06,7,56.815483
2021-03-06,8,65.54866
2021-03-06,9,78.16499
2021-03-06,10,93.6722
2021-03-06,11,102.85831
2021-03-06,12,120.90325
2021-03-06,13,121.11381
2021-03-06,14,125.09423
2021-03-06,15,121.11168
2021-03-06,16,116.99334
2021-03-06,17,106.11254
2021-03-06,18,112.00398
2021-03-06,19,103.6528
2021-03-06,20,93.771706
2021-03-06,21,81.979004
2021-03-06,22,79.33225
2021-03-06,23,67.25364
2021-03-07,0,63.123863
2021-03-07,1,51.323593
2021-03-07,2,56.42857
2021-03-07,3,53.84319
2021-03-07,4,55.137302
2021-03-07,5,51.78527
2021-03-07,7,52.318447
2021-03-07,8,58.659946
2021-03-07,9,69.47034
2021-03-07,10,75.4941
2021-03-07,11,88.83774
2021-03-07,12,98.286026
2021-03-07,13,100.65046
2021-03-07,14,94.91098
2021-03-07,15,98.48169
2021-03-07,16,92.9962
2021-03-07,17,88.88395
2021-03-07,18,86.805046
2021-03-07,19,86.88066
2021-03-07,20,76.67652
2021-03-07,21,70.5369
2021-03-07,22,67.00642
2021-03-07,23,59.878773
2021-03-08,0,48.75064
2021-03-08,1,44.035137
2021-03-08,2,49.032707
2021-03-08,3,46.5425
2021-03-08,4,50.719948
2021-03-08,6,54.9536
2021-03-08,7,56.91817
2021-03-08,8,64.075035
2021-03-08,9,73.263626
2021-03-08,10,67.227646
2021-03-08,11,65.63083
2021-03-08,12,75.19645
2021-03-08,13,74.11074
2021-03-08,14,72.42946
2021-03-08,15,69.59251
2021-03-08,16,73.064095
2021-03-08,17,73.94912
2021-03-08,18,78.89551
2021-03-08,19,78.81857
2021-03-08,20,73.07853
2021-03-08,21,66.53944
2021-03-08,22,58.628773
2021-03-08,23,56.95609
2021-03-09,0,55.27694
2021-03-09,1,49.143806
2021-03-09,2,50.891445
2021-03-09,3,50.988304
2021-03-09,4,51.48776
2021-03-09,5,55.392677
2021-03-09,6,53.907513
2021-03-09,7,63.055435
2021-03-09,8,70.03773
2021-03-09,9,74.70658
2021-03-09,10,67.88632
2021-03-09,11,67.71871
2021-03-09,12,71.92756
2021-03-09,13,68.20763
2021-03-09,14,69.60456
2021-03-09,15,64.28035
2021-03-09,16,74.5166
2021-03-09,17,80.726654
2021-03-09,18,79.64187
2021-03-09,19,74.51029
2021-03-09,20,76.449234
2021-03-09,21,63.683178
2021-03-09,22,61.057278
2021-03-09,23,58.973824
2021-03-10,0,57.604637
2021-03-10,1,49.919266
2021-03-10,2,53.909325
2021-03-10,4,53.875046
2021-03-10,6,55.643097
2021-03-10,7,62.478886
2021-03-10,8,68.43076
2021-03-10,9,73.326126
2021-03-10,10,68.35015
2021-03-10,11,67.80904
2021-03-10,12,67.54619
2021-03-10,13,68.52768
2021-03-10,14,70.34382
2021-03-10,15,63.343105
2021-03-10,16,76.4162
2021-03-10,17,80.21564
2021-03-10,18,79.310135
2021-03-10,19,78.39268
2021-03-10,20,78.125786
2021-03-10,21,68.3568
2021-03-10,22,66.15355
2021-03-10,23,65.02159
2021-03-11,0,55.605553
2021-03-11,2,55.37113
2021-03-11,3,55.29994
2021-03-11,4,55.50461
2021-03-11,5,55.196438
2021-03-11,6,54.456615
2021-03-11,7,60.40557
2021-03-11,8,63.094223
2021-03-11,9,65.49799
2021-03-11,10,66.38668
2021-03-11,11,68.70183
2021-03-11,12,70.87941
2021-03-11,13,70.03349
2021-03-11,14,72.76631
2021-03-11,15,70.06514
2021-03-11,16,76.68755
2021-03-11,17,79.65558
2021-03-11,18,79.26797
2021-03-11,19,76.661606
2021-03-11,20,73.120224
2021-03-11,21,65.127846
2021-03-11,22,67.183975
2021-03-11,23,64.69708
2021-03-12,0,58.72233
2021-03-12,1,54.51899
2021-03-12,2,56.94325
2021-03-12,4,54.71752
2021-03-12,5,51.361988
2021-03-12,6,53.576893
2021-03-12,7,62.41208
2021-03-12,8,67.98921
2021-03-12,9,72.45592
2021-03-12,10,75.00314
2021-03-12,11,82.77873
2021-03-12,12,87.46069
2021-03-12,13,87.91579
2021-03-12,14,90.50943
2021-03-12,15,90.97717
2021-03-12,16,92.972725
2021-03-12,17,93.19116
2021-03-12,18,91.30594
2021-03-12,19,85.2188
2021-03-12,20,81.123695
2021-03-12,21,76.168655
2021-03-12,22,73.24587
2021-03-12,23,67.126274
2021-03-13,0,57.41966
2021-03-13,1,54.70559
2021-03-13,2,54.23449
2021-03-13,5,46.81499
2021-03-13,6,45.18409
2021-03-13,7,50.413116
2021-03-13,8,56.37387
2021-03-13,9,69.050476
2021-03-13,10,85.10424
2021-03-13,11,92.12796
2021-03-13,12,110.01481
2021-03-13,13,111.36925
2021-03-13,14,114.9377
2021-03-13,15,111.08921
2021-03-13,16,110.018036
2021-03-13,17,101.50326
2021-03-13,18,102.507996
2021-03-13,19,91.89684
2021-03-13,20,81.080795
2021-03-13,21,70.6847
2021-03-13,22,65.35641
2021-03-13,23,58.190884
2021-03-14,0,63.31554
2021-03-14,1,56.708145
2021-03-14,2,57.28042
2021-03-14,3,53.788437
2021-03-14,5,56.000397
2021-03-14,6,53.919205
2021-03-14,7,54.82314
2021-03-14,8,59.625965
2021-03-14,9,68.439255
2021-03-14,10,77.67988
2021-03-14,11,88.90671
2021-03-14,12,96.14824
2021-03-14,13,98.672806
2021-03-14,14,91.174446
2021-03-14,15,98.18468
2021-03-14,16,89.15914
2021-03-14,17,94.89213
2021-03-14,18,87.16279
2021-03-14,19,85.544685
2021-03-14,20,75.4266
2021-03-14,21,69.53061
2021-03-14,22,63.490887
2021-03-14,23,58.44703
2021-03-15,0,56.21322
2021-03-15,1,50.669323
2021-03-15,2,53.236084
2021-03-15,4,51.368443
2021-03-15,5,52.075855
2021-03-15,6,52.75253
2021-03-15,7,63.22956
2021-03-15,8,68.2511
2021-03-15,9,75.47555
2021-03-15,10,70.525215
2021-03-15,11,71.53169
2021-03-15,12,80.80131
2021-03-15,13,77.26393
2021-03-15,14,77.54635
2021-03-15,15,73.42719
2021-03-15,16,76.44202
2021-03-15,17,79.99924
2021-03-15,18,82.63167
2021-03-15,19,79.62812
2021-03-15,20,73.80271
2021-03-15,21,70.15547
2021-03-15,22,60.190224
2021-03-15,23,58.983444
2021-03-16,0,59.377747
2021-03-16,1,56.35093
2021-03-16,2,55.873962
2021-03-16,4,56.066574
2021-03-16,5,59.888176
2021-03-16,6,58.70376
2021-03-16,7,71.52577
2021-03-16,8,74.55773
2021-03-16,9,75.824265
2021-03-16,10,69.70896
2021-03-16,11,71.571915
2021-03-16,12,74.91781
2021-03-16,13,69.47881
2021-03-16,14,71.03429
2021-03-16,15,65.98595
2021-03-16,16,77.15159
2021-03-16,17,85.828156
2021-03-16,18,83.68276
2021-03-16,19,77.10379
2021-03-16,20,80.35753
2021-03-16,21,68.466484
2021-03-16,22,64.22513
2021-03-16,23,65.32042
2021-03-17,0,58.6047
2021-03-17,1,53.708057
2021-03-17,2,54.879856
2021-03-17,4,53.78681
2021-03-17,5,59.289936
2021-03-17,6,56.425728
2021-03-17,7,66.231804
2021-03-17,8,71.21076
2021-03-17,9,74.630554
2021-03-17,10,69.99871
2021-03-17,11,70.93971
2021-03-17,12,71.24225
2021-03-17,13,70.27287
2021-03-17,14,71.172485
2021-03-17,15,66.0175
2021-03-17,16,76.89425
2021-03-17,17,87.58745
2021-03-17,18,86.07061
2021-03-17,19,84.367325
2021-03-17,20,83.0196
2021-03-17,21,73.70667
2021-03-17,22,70.36425
2021-03-17,23,69.81509
2021-03-18,0,55.134964
2021-03-18,1,54.162827
2021-03-18,2,53.148754
2021-03-18,4,45.178402
2021-03-18,5,48.124825
2021-03-18,6,47.50255
2021-03-18,7,64.07284
2021-03-18,8,66.502
2021-03-18,9,69.62851
2021-03-18,10,71.94481
2021-03-18,11,72.87383
2021-03-18,12,76.0672
2021-03-18,13,74.77433
2021-03-18,14,78.02514
2021-03-18,15,72.48966
2021-03-18,16,77.02332
2021-03-18,17,82.86814
2021-03-18,18,85.061264
2021-03-18,19,82.24521
2021-03-18,20,77.53433
2021-03-18,21,66.087975
2021-03-18,22,68.339645
2021-03-18,23,66.13594
2021-03-19,0,62.722527
2021-03-19,2,57.139084
2021-03-19,4,49.787548
2021-03-19,5,51.23324
2021-03-19,6,51.87557
2021-03-19,7,65.30753
2021-03-19,8,71.41346
2021-03-19,9,77.30854
2021-03-19,10,81.183266
2021-03-19,11,88.01349
2021-03-19,12,92.88779
2021-03-19,13,92.20935
2021-03-19,14,96.272354
2021-03-19,15,89.9499
2021-03-19,16,93.427
2021-03-19,17,92.1047
2021-03-19,18,95.085335
2021-03-19,19,88.642075
2021-03-19,20,84.30348
2021-03-19,21,79.65966
2021-03-19,22,75.3453
2021-03-19,23,68.423065
2021-03-20,0,65.2204
2021-03-20,1,59.688084
2021-03-20,2,59.980797
2021-03-20,5,52.952618
2021-03-20,6,51.17452
2021-03-20,7,58.592003
2021-03-20,8,63.9455
2021-03-20,9,78.6851
2021-03-20,10,96.72323
2021-03-20,11,102.14627
2021-03-20,12,118.769356
2021-03-20,13,122.3192
2021-03-20,14,125.551796
2021-03-20,15,113.399506
2021-03-20,16,107.619865
2021-03-20,17,98.61159
2021-03-20,18,109.65902
2021-03-20,19,99.40432
2021-03-20,20,89.810814
2021-03-20,21,80.07175
2021-03-20,22,76.175255
2021-03-20,23,67.47195
2021-03-21,1,54.40147
2021-03-21,2,53.78118
2021-03-21,3,48.4733
2021-03-21,5,44.59968
2021-03-21,7,54.2478
2021-03-21,8,59.19335
2021-03-21,9,70.118744
2021-03-21,10,79.35527
2021-03-21,11,88.51995
2021-03-21,12,97.35894
2021-03-21,13,102.40137
2021-03-21,14,95.28697
2021-03-21,15,91.565216
2021-03-21,16,87.10033
2021-03-21,17,85.630714
2021-03-21,18,86.01503
2021-03-21,19,86.04869
2021-03-21,20,75.533905
2021-03-21,21,70.17452
2021-03-21,22,68.62407
2021-03-21,23,63.010143
2021-03-22,0,61.481056
2021-03-22,1,51.68671
2021-03-22,2,51.351265
2021-03-22,5,47.60164
2021-03-22,6,48.24866
2021-03-22,7,63.175793
2021-03-22,8,67.45151
2021-03-22,9,72.434074
2021-03-22,10,67.43007
2021-03-22,11,66.243774
2021-03-22,12,76.95502
2021-03-22,13,71.38427
2021-03-22,14,67.365486
2021-03-22,15,68.57401
2021-03-22,16,64.010025
2021-03-22,17,75.68846
2021-03-22,18,78.31803
2021-03-22,19,75.09708
2021-03-22,21,67.02631
2021-03-22,22,59.367622
2021-03-22,23,60.686035
2021-03-23,0,58.711693
2021-03-23,1,51.284622
2021-03-23,6,53.464485
2021-03-23,7,68.18684
2021-03-23,8,70.055374
2021-03-23,9,70.68521
2021-03-23,10,65.14941
2021-03-23,11,65.138245
2021-03-23,12,69.66833
2021-03-23,13,60.364407
2021-03-23,14,62.70085
2021-03-23,15,60.04918
2021-03-23,16,65.14295
2021-03-23,17,75.513435
2021-03-23,18,76.24431
2021-03-23,19,66.94356
2021-03-23,20,69.8075
2021-03-23,21,61.65266
2021-03-23,22,59.591072
2021-03-23,23,61.92637
2021-03-24,0,57.69196
2021-03-24,2,51.184998
2021-03-24,5,52.66772
2021-03-24,6,53.05493
2021-03-24,7,63.656803
2021-03-24,8,67.32963
2021-03-24,9,69.90922
2021-03-24,11,63.75916
2021-03-24,12,64.51694
2021-03-24,13,58.025154
2021-03-24,14,58.725945
2021-03-24,15,57.33694
2021-03-24,16,64.604546
2021-03-24,17,73.87471
2021-03-24,18,74.66376
2021-03-24,19,69.63179
2021-03-24,20,71.34185
2021-03-24,21,64.23524
2021-03-24,22,60.736977
2021-03-24,23,63.383907
2021-03-25,0,57.682186
2021-03-25,1,49.46323
2021-03-25,2,51.976444
2021-03-25,5,50.288013
2021-03-25,6,49.518543
2021-03-25,7,59.905006
2021-03-25,8,61.714764
2021-03-25,9,63.008625
2021-03-25,10,64.20195
2021-03-25,11,66.89029
2021-03-25,12,73.140854
2021-03-25,13,66.08514
2021-03-25,14,70.96272
2021-03-25,15,68.71321
2021-03-25,16,71.519005
2021-03-25,17,75.04081
2021-03-25,18,77.23424
2021-03-25,19,73.74247
2021-03-25,20,68.72345
2021-03-25,21,58.786064
2021-03-25,22,60.481308
2021-03-25,23,61.166702
2021-03-26,0,61.45684
2021-03-26,1,48.944126
2021-03-26,2,53.831425
2021-03-26,5,47.82434
2021-03-26,6,48.46667
2021-03-26,7,59.59991
2021-03-26,8,65.08644
2021-03-26,9,68.69593
2021-03-26,10,71.48818
2021-03-26,11,80.07606
2021-03-26,12,87.30765
2021-03-26,13,83.13091
2021-03-26,14,83.112144
2021-03-26,15,86.553246
2021-03-26,16,83.258255
2021-03-26,17,86.518166
2021-03-26,18,88.26012
2021-03-26,19,80.261215
2021-03-26,20,75.328735
2021-03-26,21,72.27079
2021-03-26,22,68.92708
2021-03-26,23,63.96827
2021-03-27,0,59.649944
2021-03-27,1,49.426723
2021-03-27,2,55.458004
2021-03-27,3,50.98492
2021-03-27,4,45.738087
2021-03-27,6,50.229015
2021-03-27,7,54.591957
2021-03-27,8,57.81795
2021-03-27,9,69.545425
2021-03-27,10,88.22063
2021-03-27,11,99.58557
2021-03-27,12,116.06237
2021-03-27,13,117.35898
2021-03-27,14,120.60505
2021-03-27,15,112.992775
2021-03-27,16,97.19485
2021-03-27,17,100.28238
2021-03-27,18,108.2271
2021-03-27,19,92.71635
2021-03-27,20,82.485916
2021-03-27,21,73.3395
2021-03-27,22,67.428185
2021-03-27,23,59.300346
2021-03-28,0,62.98357
2021-03-28,1,50.085445
2021-03-28,2,56.403767
2021-03-28,3,48.74553
2021-03-28,4,43.23086
2021-03-28,5,54.40154
2021-03-28,7,58.23185
2021-03-28,8,61.450214
2021-03-28,9,68.58444
2021-03-28,10,79.417984
2021-03-28,11,92.15589
2021-03-28,12,99.75357
2021-03-28,13,101.57204
2021-03-28,14,94.450325
2021-03-28,15,98.44848
2021-03-28,16,88.975365
2021-03-28,17,89.58212
2021-03-28,18,86.77367
2021-03-28,19,90.53041
2021-03-28,20,75.505516
2021-03-28,21,74.967316
2021-03-28,22,70.25767
2021-03-28,23,63.220066
2021-03-29,0,67.68851
2021-03-29,2,54.551582
2021-03-29,3,54.22073
2021-03-29,4,52.309757
2021-03-29,5,65.40835
2021-03-29,6,58.08595
2021-03-29,7,66.94657
2021-03-29,8,73.23142
2021-03-29,9,68.6666
2021-03-29,10,63.8662
2021-03-29,11,70.801414
2021-03-29,12,82.13817
2021-03-29,13,66.04339
2021-03-29,14,65.58045
2021-03-29,15,76.850914
2021-03-29,16,63.2719
2021-03-29,17,87.268105
2021-03-29,18,89.96677
2021-03-29,19,89.495735
2021-03-29,20,74.76133
2021-03-29,21,79.740616
2021-03-29,22,68.62223
2021-03-29,23,63.165222
2021-03-30,0,62.266293
2021-03-30,2,49.84341
2021-03-30,6,55.719532
2021-03-30,7,64.52287
2021-03-30,8,70.67975
2021-03-30,9,66.04549
2021-03-30,10,60.384354
2021-03-30,11,65.22903
2021-03-30,12,62.96074
2021-03-30,13,52.159985
2021-03-30,14,57.595432
2021-03-30,15,56.74415
2021-03-30,16,67.23052
2021-03-30,17,81.46744
2021-03-30,18,77.89436
2021-03-30,19,78.36714
2021-03-30,20,71.28354
2021-03-30,21,69.19632
2021-03-30,22,63.385002
2021-03-30,23,57.68009
2021-03-31,1,62.178284
2021-03-31,2,57.498398
2021-03-31,5,68.22316
2021-03-31,6,55.98525
2021-03-31,7,66.63475
2021-03-31,8,75.91266
2021-03-31,9,73.80527
2021-03-31,10,75.73919
2021-03-31,11,69.52723
2021-03-31,12,70.53952
2021-03-31,13,62.95415
2021-03-31,14,67.10056
2021-03-31,15,72.13829
2021-03-31,16,75.285225
2021-03-31,17,92.83118
2021-03-31,18,89.81347
2021-03-31,19,103.61791
2021-03-31,20,85.94811
2021-03-31,21,92.525856
2021-03-31,22,82.70583
2021-03-31,23,71.129845
2021-04-01,0,56.400364
2021-04-01,1,53.201397
2021-04-01,2,59.35607
2021-04-01,6,59.5629
2021-04-01,7,76.88936
2021-04-01,8,81.602135
2021-04-01,9,77.8648
2021-04-01,10,71.926956
2021-04-01,11,79.26332
2021-04-01,12,83.25471
2021-04-01,13,84.626335
2021-04-01,14,78.70986
2021-04-01,15,88.04044
2021-04-01,16,79.14831
2021-04-01,17,93.67674
2021-04-01,18,88.350494
2021-04-01,19,91.91234
2021-04-01,20,79.20049
2021-04-01,21,78.27174
2021-04-01,22,81.4129
2021-04-01,23,76.67966
2021-04-02,0,56.4527
2021-04-02,2,62.215664
2021-04-02,5,51.312874
2021-04-02,6,58.273582
2021-04-02,7,74.52901
2021-04-02,8,76.797615
2021-04-02,9,80.822136
2021-04-02,10,75.2968
2021-04-02,11,79.26007
2021-04-02,12,85.86808
2021-04-02,13,90.45904
2021-04-02,14,85.01476
2021-04-02,15,84.18154
2021-04-02,16,95.979095
2021-04-02,17,93.62569
2021-04-02,18,87.90537
2021-04-02,19,94.324196
2021-04-02,20,82.3152
2021-04-02,21,81.48864
2021-04-02,22,70.16693
2021-04-02,23,67.503265
2021-04-03,0,66.99027
2021-04-03,1,59.972332
2021-04-03,2,65.99615
2021-04-03,3,65.613655
2021-04-03,5,50.32049
2021-04-03,6,56.52338
2021-04-03,7,68.51525
2021-04-03,8,72.619026
2021-04-03,9,80.1408
2021-04-03,10,89.2789
2021-04-03,11,97.56219
2021-04-03,12,107.6081
2021-04-03,13,115.61251
2021-04-03,14,111.72715
2021-04-03,15,107.78252
2021-04-03,16,114.27519
2021-04-03,17,94.80147
2021-04-03,18,97.98469
2021-04-03,19,101.17744
2021-04-03,20,83.61393
2021-04-03,21,80.25454
2021-04-03,22,68.47044
2021-04-03,23,59.74576
2021-04-04,0,75.27669
2021-04-04,1,63.48998
2021-04-04,2,68.7518
2021-04-04,3,68.300606
2021-04-04,6,61.203033
2021-04-04,7,71.5091
2021-04-04,8,74.954575
2021-04-04,9,80.480644
2021-04-04,10,77.1442
2021-04-04,11,92.55893
2021-04-04,12,97.52177
2021-04-04,13,98.03065
2021-04-04,14,91.54087
2021-04-04,15,103.429276
2021-04-04,16,87.25236
2021-04-04,17,81.8573
2021-04-04,18,83.21321
2021-04-04,19,90.393326
2021-04-04,20,78.73566
2021-04-04,21,74.27272
2021-04-04,22,64.36197
2021-04-04,23,59.9937
2021-04-05,0,60.65863
2021-04-05,1,42.58372
2021-04-05,2,49.059357
2021-04-05,3,40.479786
2021-04-05,5,36.642487
2021-04-05,6,41.702526
2021-04-05,7,59.368755
2021-04-05,8,66.491516
2021-04-05,9,71.81793
2021-04-05,10,66.523285
2021-04-05,11,67.329605
2021-04-05,12,67.49417
2021-04-05,13,71.571335
2021-04-05,14,65.71964
2021-04-05,15,72.6823
2021-04-05,16,69.390564
2021-04-05,17,77.864006
2021-04-05,18,71.60545
2021-04-05,19,76.64328
2021-04-05,20,67.11062
2021-04-05,21,60.791344
2021-04-05,22,49.919426
2021-04-05,23,46.542896
2021-04-06,0,43.7854
2021-04-06,1,40.521
2021-04-06,2,44.96541
2021-04-06,5,42.231354
2021-04-06,6,41.47311
2021-04-06,7,57.42112
2021-04-06,8,67.01837
2021-04-06,9,67.47257
2021-04-06,10,65.21547
2021-04-06,11,65.31598
2021-04-06,12,61.72484
2021-04-06,13,63.87136
2021-04-06,14,60.420506
2021-04-06,15,54.540215
2021-04-06,16,72.04428
2021-04-06,17,69.216965
2021-04-06,18,69.39216
2021-04-06,19,69.3454
2021-04-06,20,68.14633
2021-04-06,21,61.52243
2021-04-06,22,47.08649
2021-04-06,23,44.682457
2021-04-07,2,53.250282
2021-04-07,5,52.537643
2021-04-07,6,50.462025
2021-04-07,7,62.972015
2021-04-07,8,68.84638
2021-04-07,9,71.74923
2021-04-07,10,67.122154
2021-04-07,11,67.22177
2021-04-07,12,63.320816
2021-04-07,13,64.21274
2021-04-07,14,60.277626
2021-04-07,15,53.464546
2021-04-07,16,73.63062
2021-04-07,17,69.54446
2021-04-07,18,74.74795
2021-04-07,19,79.009224
2021-04-07,20,73.14205
2021-04-07,21,68.19728
2021-04-07,22,60.13472
2021-04-07,23,60.20631
2021-04-08,1,47.802288
2021-04-08,4,48.44152
2021-04-08,5,48.638016
2021-04-08,6,50.108208
2021-04-08,7,61.802944
2021-04-08,8,64.57981
2021-04-08,9,66.73959
2021-04-08,10,63.7125
2021-04-08,11,66.86313
2021-04-08,12,65.90137
2021-04-08,13,66.88145
2021-04-08,14,61.03395
2021-04-08,15,63.53245
2021-04-08,16,70.86149
2021-04-08,17,68.396904
2021-04-08,18,76.31531
2021-04-08,19,80.14332
2021-04-08,20,70.80969
2021-04-08,21,68.52424
2021-04-08,22,64.41636
2021-04-08,23,61.290104
2021-04-09,0,59.534637
2021-04-09,1,50.21481
2021-04-09,2,55.999817
2021-04-09,6,51.269764
2021-04-09,7,63.43402
2021-04-09,8,68.5418
2021-04-09,9,73.87958
2021-04-09,10,67.18112
2021-04-09,11,68.65454
2021-04-09,12,69.92319
2021-04-09,13,74.63065
2021-04-09,14,70.51616
2021-04-09,15,72.897354
2021-04-09,16,82.77186
2021-04-09,17,69.96525
2021-04-09,18,74.93472
2021-04-09,19,82.36367
2021-04-09,20,74.62461
2021-04-09,21,71.63647
2021-04-09,22,62.51938
2021-04-09,23,62.05036
2021-04-10,0,58.680603
2021-04-10,1,53.06957
2021-04-10,2,57.182404
2021-04-10,3,48.616264
2021-04-10,4,45.075523
2021-04-10,6,43.746178
2021-04-10,7,51.691853
2021-04-10,8,59.43992
2021-04-10,9,69.57052
2021-04-10,10,80.46753
2021-04-10,11,82.1167
2021-04-10,12,87.13207
2021-04-10,13,101.776085
2021-04-10,14,95.74067
2021-04-10,15,94.05106
2021-04-10,16,103.77073
2021-04-10,17,75.7664
2021-04-10,18,79.96256
2021-04-10,19,91.42968
2021-04-10,20,77.01171
2021-04-10,21,69.11151
2021-04-10,22,61.08618
2021-04-10,23,55.544266
2021-04-11,0,58.79564
2021-04-11,1,55.293407
2021-04-11,2,57.33497
2021-04-11,6,47.343475
2021-04-11,7,53.575123
2021-04-11,8,57.608047
2021-04-11,9,65.17066
2021-04-11,10,65.952095
2021-04-11,11,74.4141
2021-04-11,12,73.32207
2021-04-11,13,78.48682
2021-04-11,14,76.86075
2021-04-11,15,76.38177
2021-04-11,16,77.33121
2021-04-11,17,59.711365
2021-04-11,18,61.465878
2021-04-11,19,77.657455
2021-04-11,22,55.072533
2021-04-11,23,55.56714
2021-04-12,0,58.962708
2021-04-12,1,50.487793
2021-04-12,5,44.46869
2021-04-12,6,49.049496
2021-04-12,7,63.345848
2021-04-12,8,67.981766
2021-04-12,9,71.73257
2021-04-12,10,67.75398
2021-04-12,12,69.6037
2021-04-12,13,74.51055
2021-04-12,15,72.738335
2021-04-12,16,81.870346
2021-04-12,17,75.5073
2021-04-12,18,75.034775
2021-04-12,19,78.11503
2021-04-12,20,67.6221
2021-04-12,21,59.34985
2021-04-12,22,53.187122
2021-04-13,0,48.748512
2021-04-13,5,47.50642
2021-04-13,6,45.16634
2021-04-13,7,61.832584
2021-04-13,8,67.75169
2021-04-13,9,68.93415
2021-04-13,10,66.14922
2021-04-13,11,66.53502
2021-04-13,12,64.52224
2021-04-13,13,65.93221
2021-04-13,14,69.94313
2021-04-13,15,58.578526
2021-04-13,16,82.51108
2021-04-13,17,72.26531
2021-04-13,18,75.084625
2021-04-13,19,72.409615
2021-04-13,20,68.37265
2021-04-14,0,59.321236
2021-04-14,2,54.679417
2021-04-14,5,56.038586
2021-04-14,6,54.165524
2021-04-14,7,66.84551
2021-04-14,8,70.40108
2021-04-14,9,73.51214
2021-04-14,10,70.05184
2021-04-14,11,71.11511
2021-04-14,12,67.53633
2021-04-14,13,69.08591
2021-04-14,14,66.84144
2021-04-14,15,62.412014
2021-04-14,16,83.751595
2021-04-14,17,81.88161
2021-04-14,18,81.125175
2021-04-14,19,83.026855
2021-04-14,20,75.54957
2021-04-14,21,69.25243
2021-04-14,22,61.995518
2021-04-14,23,61.90276
2021-04-15,0,52.541603
2021-04-15,1,52.59954
2021-04-15,5,48.222828
2021-04-15,6,48.591698
2021-04-15,7,65.08925
2021-04-15,8,66.30813
2021-04-15,9,66.86469
2021-04-15,10,65.624245
2021-04-15,11,70.56142
2021-04-15,12,70.79896
2021-04-15,13,70.490395
2021-04-15,14,67.81889
2021-04-15,15,69.42059
2021-04-15,16,76.04752
2021-04-15,17,79.20756
2021-04-15,18,80.90089
2021-04-15,19,82.73714
